2018-01-26,100.94,101.62,99.89,100.53,2777106,ALL
2018-01-29,100.25,100.59,98.0,98.04,2215698,ALL
2018-01-30,97.74,99.3,97.42,98.45,2100127,ALL
2018-01-31,98.5,99.37,98.34,98.77,2146628,ALL
2018-02-01,98.57,99.35,98.01,98.72,2422471,ALL
2018-02-02,98.62,100.06,97.84,97.94,2300754,ALL
2018-02-05,97.27,98.69,95.02,95.02,4883538,ALL
2018-02-06,93.65,96.97,92.72,96.6,4312430,ALL
2018-02-07,96.14,98.295,95.9151,96.87,3174347,ALL
