2018-01-26,104.85,105.08,103.91,105.04,1053841,DOV
2018-01-29,104.72,105.48,103.48,103.68,1724691,DOV
2018-01-30,102.72,107.44,101.08,107.05,3565489,DOV
2018-01-31,107.15,109.06,105.7,106.21,2536640,DOV
2018-02-01,105.7,107.0,104.58,105.34,2104561,DOV
2018-02-02,105.05,105.16,102.88,103.22,1554715,DOV
2018-02-05,102.84,104.56,98.52,98.57,1494654,DOV
2018-02-06,98.04,100.49,95.68,99.83,2117857,DOV
2018-02-07,99.56,101.4518,99.195,99.92,1477445,DOV
